bin_id,population_nearby,rainfall_mm,temperature_c,is_holiday,hours_since_last_collection,previous_fill_percentage,overflow_probability,will_overflow
BIN-0141,2353,6.4,23.2,0,36.1,86.3,1.0,1
BIN-0134,1163,7.79,28.0,0,21.1,73.2,0.923,1
BIN-0122,2163,2.19,23.3,0,30.0,24.5,0.906,1
BIN-0047,1275,2.48,19.1,1,30.3,55.7,1.0,1
BIN-0033,4390,2.8,40.0,0,9.9,50.0,0.978,1
BIN-0141,2353,10.22,29.4,0,29.9,11.7,1.0,1
BIN-0039,2561,0.77,17.0,0,43.2,20.4,1.0,1
BIN-0049,534,15.12,29.3,0,33.0,40.8,0.704,0
BIN-0029,1767,4.95,16.2,0,35.3,53.6,1.0,1
BIN-0065,4298,3.13,22.9,0,15.1,53.2,1.0,1
BIN-0083,4061,8.59,21.7,0,20.8,64.8,1.0,1
BIN-0146,4196,11.6,22.8,0,46.5,6.7,1.0,1
BIN-0057,3113,20.01,31.3,1,12.7,94.3,1.0,1
BIN-0067,1516,1.24,15.0,0,19.0,46.4,0.686,0
BIN-0116,2097,0.23,29.7,0,40.2,84.2,1.0,1
BIN-0137,4243,0.03,29.8,0,5.1,76.7,1.0,1
BIN-0058,4343,7.62,31.0,0,8.5,67.1,1.0,1
BIN-0044,1863,6.78,21.5,0,36.5,90.8,1.0,1
BIN-0131,1209,2.84,29.2,0,36.9,30.7,0.799,0
BIN-0013,2933,6.24,36.0,0,29.6,86.2,1.0,1
BIN-0138,1995,3.54,17.7,0,32.3,79.6,1.0,1
BIN-0128,4529,3.99,42.5,0,12.4,52.9,1.0,1
BIN-0149,1198,5.93,28.7,0,32.5,81.5,1.0,1
BIN-0132,4913,3.1,30.9,0,12.0,46.4,1.0,1
BIN-0022,3247,0.17,22.3,0,3.8,66.7,0.815,0
BIN-0134,1163,2.8,25.5,0,22.1,66.7,0.866,0
BIN-0146,4196,9.32,28.8,0,6.4,99.9,1.0,1
BIN-0043,3112,13.56,29.8,0,23.4,57.1,1.0,1
BIN-0144,3957,2.65,34.7,0,16.4,65.4,1.0,1
BIN-0035,3388,0.08,16.7,0,25.5,0.5,0.928,1
BIN-0003,3592,4.9,27.0,0,47.6,75.7,1.0,1
BIN-0074,2562,0.75,38.2,0,19.4,37.1,0.971,1
BIN-0028,2399,3.75,30.0,0,4.5,45.5,0.614,0
BIN-0146,4196,2.25,26.6,0,31.6,97.4,1.0,1
BIN-0150,2660,0.85,34.8,0,34.4,45.5,1.0,1
BIN-0093,2070,14.85,26.4,0,9.9,45.4,0.699,0
BIN-0040,741,8.12,25.3,0,20.5,15.4,0.358,0
BIN-0037,1100,8.97,19.8,0,6.4,59.4,0.688,0
BIN-0148,3652,0.16,18.5,0,42.5,88.3,1.0,1
BIN-0062,2481,4.54,28.5,0,19.3,80.0,1.0,1
BIN-0073,992,29.46,27.3,0,41.0,6.2,0.712,0
BIN-0020,3058,2.13,8.9,0,43.0,30.6,1.0,1
BIN-0011,1269,7.79,15.5,0,4.5,94.2,0.994,1
BIN-0052,2085,2.89,27.7,0,7.3,0.9,0.17,0
BIN-0104,3290,1.16,14.9,0,40.0,36.6,1.0,1
BIN-0125,3802,1.8,26.6,0,47.4,27.1,1.0,1
BIN-0022,3247,3.31,29.6,0,8.3,58.1,0.779,0
BIN-0128,4529,0.78,13.6,0,5.8,46.0,0.765,0
BIN-0057,3113,6.28,18.1,0,18.0,54.7,1.0,1
BIN-0145,2136,9.91,28.2,0,47.5,89.0,1.0,1
BIN-0148,3652,0.08,4.7,0,27.7,68.7,1.0,1
BIN-0071,4493,0.62,22.6,0,21.1,51.4,1.0,1
BIN-0141,2353,11.03,25.3,0,25.6,87.0,1.0,1
BIN-0054,3573,1.31,8.2,0,8.5,57.1,0.926,1
BIN-0053,4443,1.63,20.1,0,15.1,92.7,1.0,1
BIN-0072,879,2.32,19.5,1,43.1,33.7,0.972,1
BIN-0059,2000,9.33,20.8,0,12.1,21.8,0.531,0
BIN-0084,2778,1.44,27.4,0,36.5,15.2,1.0,1
BIN-0129,3175,2.16,24.8,1,3.8,29.1,0.437,0
BIN-0008,3419,12.92,28.4,0,37.5,70.2,1.0,1
BIN-0119,4127,3.34,40.5,1,37.4,39.8,1.0,1
BIN-0094,3190,3.23,34.0,0,31.7,22.7,1.0,1
BIN-0143,4081,12.07,29.1,0,3.6,55.1,0.93,1
BIN-0052,2085,13.18,18.8,0,23.4,77.3,1.0,1
BIN-0136,3945,1.65,21.7,0,20.0,75.1,1.0,1
BIN-0095,4340,7.41,31.0,0,44.7,38.7,1.0,1
BIN-0102,1984,0.1,25.8,0,12.8,34.5,0.664,0
BIN-0049,534,2.02,34.7,0,10.8,29.6,0.441,0
BIN-0038,2863,14.7,27.7,0,15.0,96.3,1.0,1
BIN-0052,2085,5.67,8.5,0,38.5,27.8,1.0,1
BIN-0104,3290,1.88,25.2,1,45.2,45.3,1.0,1
BIN-0137,4243,1.37,16.9,0,22.6,91.3,1.0,1
BIN-0067,1516,1.42,41.6,0,36.7,57.8,1.0,1
BIN-0067,1516,1.74,23.4,0,13.5,71.7,1.0,1
BIN-0095,4340,2.21,18.6,0,6.9,44.0,0.804,0
BIN-0066,1775,1.02,18.3,0,7.5,73.5,0.777,0
BIN-0116,2097,1.7,9.7,0,22.0,16.4,0.637,0
BIN-0121,2481,2.47,21.7,0,2.7,58.1,0.645,0
BIN-0149,1198,8.6,40.3,0,20.4,32.7,0.653,0
BIN-0061,4797,7.57,19.1,0,12.4,89.6,1.0,1
BIN-0002,4272,6.71,25.6,0,6.8,17.3,0.489,0
BIN-0123,2029,6.89,12.5,0,38.5,3.2,0.94,1
BIN-0031,3702,0.27,21.7,0,30.2,25.3,1.0,1
BIN-0149,1198,6.84,21.1,0,27.6,15.6,0.553,0
BIN-0081,891,2.22,26.1,0,8.4,57.6,0.697,0
BIN-0027,3505,7.6,18.0,0,33.2,7.7,1.0,1
BIN-0026,3234,13.83,16.3,0,30.5,33.2,1.0,1
BIN-0014,1684,9.32,19.2,0,37.6,4.4,0.757,0
BIN-0081,891,5.22,30.9,1,4.2,32.0,0.326,0
BIN-0125,3802,2.34,21.3,0,21.0,67.6,1.0,1
BIN-0142,1791,1.63,19.4,0,3.3,90.7,0.922,1
BIN-0132,4913,2.72,12.9,0,35.6,95.8,1.0,1
BIN-0045,1978,9.05,24.6,0,16.6,28.6,0.641,0
BIN-0030,2028,6.98,40.9,0,35.6,82.4,1.0,1
BIN-0094,3190,3.89,23.1,0,44.1,25.1,1.0,1
BIN-0146,4196,1.44,11.2,1,11.9,88.4,1.0,1
BIN-0067,1516,8.82,33.0,0,12.8,21.1,0.493,0
BIN-0035,3388,14.66,35.8,0,47.6,2.6,1.0,1
BIN-0060,661,1.06,6.3,0,11.1,6.6,0.072,0
BIN-0125,3802,1.26,28.6,0,9.4,17.1,0.443,0
BIN-0112,3814,2.92,30.2,0,17.7,80.5,1.0,1
BIN-0025,689,5.42,15.9,0,3.1,83.5,0.876,0
BIN-0135,2498,0.73,28.9,1,21.3,5.1,0.843,0
BIN-0075,4384,2.72,19.5,0,34.1,36.4,1.0,1
BIN-0132,4913,18.21,11.1,0,14.5,90.4,1.0,1
BIN-0111,2222,3.6,15.7,0,16.6,25.9,0.64,0
BIN-0008,3419,13.32,24.1,0,42.1,8.4,1.0,1
BIN-0144,3957,2.02,31.7,0,35.5,48.4,1.0,1
BIN-0019,1582,1.22,19.6,1,27.2,73.4,1.0,1
BIN-0063,1495,2.24,38.6,0,3.6,39.2,0.405,0
BIN-0034,1146,1.07,14.5,0,43.2,29.7,0.842,0
BIN-0147,3499,5.22,27.2,0,27.1,10.6,1.0,1
BIN-0005,4926,0.85,18.8,0,14.4,8.1,0.872,0
BIN-0042,3324,2.94,16.7,0,18.2,76.2,1.0,1
BIN-0085,3599,10.05,22.8,0,20.9,42.7,1.0,1
BIN-0060,661,5.47,42.8,0,21.8,27.9,0.439,0
BIN-0139,3804,4.06,17.4,0,13.6,86.6,1.0,1
BIN-0108,2178,0.31,20.8,1,8.2,15.2,0.408,0
BIN-0027,3505,4.51,38.0,0,21.7,27.6,1.0,1
BIN-0025,689,0.09,30.5,0,32.4,65.2,0.873,0
BIN-0047,1275,0.31,27.3,0,4.1,73.4,0.737,0
BIN-0089,4145,13.22,21.7,0,5.8,25.9,0.459,0
BIN-0020,3058,3.3,30.5,0,24.7,63.3,1.0,1
BIN-0057,3113,16.81,38.0,0,5.2,9.0,0.403,0
BIN-0146,4196,0.68,28.0,0,41.2,99.1,1.0,1
BIN-0022,3247,3.73,29.8,0,33.1,68.0,1.0,1
BIN-0018,974,4.35,31.7,0,44.5,32.6,0.757,0
BIN-0140,4263,1.95,30.3,0,8.2,9.4,0.554,0
BIN-0054,3573,12.53,18.9,0,35.5,78.0,1.0,1
BIN-0079,3195,11.09,15.8,0,39.5,89.4,1.0,1
BIN-0035,3388,11.45,35.7,0,32.6,98.9,1.0,1
BIN-0089,4145,2.47,15.9,0,40.2,97.7,1.0,1
BIN-0054,3573,10.34,20.5,0,20.5,67.3,1.0,1
BIN-0070,1576,4.49,17.1,0,32.7,12.0,0.751,0
BIN-0109,3742,1.48,22.4,1,6.3,78.0,1.0,1
BIN-0141,2353,0.13,21.3,0,41.1,19.6,1.0,1
BIN-0042,3324,3.71,17.1,0,37.5,65.2,1.0,1
BIN-0039,2561,18.54,19.0,0,15.6,93.3,1.0,1
BIN-0098,4993,3.45,16.3,0,30.2,89.8,1.0,1
BIN-0072,879,4.37,18.6,0,23.4,19.0,0.482,0
BIN-0102,1984,4.06,30.6,0,16.5,5.7,0.399,0
BIN-0089,4145,8.95,30.0,0,16.1,37.0,1.0,1
BIN-0023,1475,1.91,10.4,0,23.5,7.7,0.483,0
BIN-0014,1684,0.88,8.5,0,7.3,88.3,0.974,1
BIN-0102,1984,2.45,19.3,0,4.8,81.4,1.0,1
BIN-0007,3671,5.23,44.6,0,20.5,33.8,1.0,1
BIN-0001,1360,0.89,23.4,0,34.1,21.5,0.691,0
BIN-0071,4493,4.52,26.7,0,38.9,54.0,1.0,1
BIN-0123,2029,5.67,16.3,0,42.4,55.8,1.0,1
BIN-0031,3702,4.53,29.0,0,5.7,47.7,0.781,0
BIN-0108,2178,12.37,13.9,0,33.2,32.3,1.0,1
BIN-0090,1304,17.69,29.5,0,20.6,51.6,0.84,0
BIN-0095,4340,27.17,28.2,0,17.7,87.4,1.0,1
BIN-0076,564,8.42,19.6,0,31.6,38.1,0.569,0
BIN-0018,974,4.57,23.1,0,22.4,4.8,0.326,0
BIN-0122,2163,2.91,19.9,0,5.1,21.8,0.295,0
BIN-0127,1806,4.99,28.7,0,46.1,54.1,1.0,1
BIN-0119,4127,3.25,29.0,0,40.5,54.3,1.0,1
BIN-0122,2163,0.42,15.3,0,11.3,38.7,0.623,0
BIN-0006,3944,2.43,22.2,0,23.8,0.7,1.0,1
BIN-0045,1978,4.03,26.6,0,13.9,11.4,0.41,0
BIN-0071,4493,0.52,41.8,0,45.5,84.2,1.0,1
BIN-0113,3657,0.4,24.3,0,25.9,24.6,1.0,1
BIN-0121,2481,0.3,33.8,0,44.7,9.1,1.0,1
BIN-0028,2399,0.4,16.1,0,21.1,2.4,0.623,0
BIN-0068,837,0.97,37.2,0,20.1,23.7,0.442,0
BIN-0025,689,0.26,14.9,0,7.2,33.2,0.407,0
BIN-0076,564,0.38,17.8,0,47.7,24.1,0.446,0
BIN-0014,1684,8.88,21.0,0,47.0,18.1,1.0,1
BIN-0019,1582,2.03,20.6,0,40.3,80.4,1.0,1
BIN-0126,2737,0.31,18.6,0,27.2,40.3,1.0,1
BIN-0087,3604,4.2,26.3,0,47.7,1.1,1.0,1
BIN-0085,3599,2.85,23.0,0,15.9,73.1,1.0,1
BIN-0107,2257,2.71,34.1,0,9.4,47.2,0.609,0
BIN-0091,3231,4.22,30.4,0,18.3,78.0,1.0,1
BIN-0084,2778,6.01,34.5,0,11.0,51.3,0.815,0
BIN-0045,1978,3.35,21.8,0,29.6,51.4,1.0,1
BIN-0025,689,1.92,31.7,0,6.2,31.9,0.354,0
BIN-0066,1775,14.19,24.1,0,30.8,55.1,1.0,1
BIN-0125,3802,0.67,31.0,0,24.7,12.2,1.0,1
BIN-0089,4145,1.9,34.4,0,15.6,25.6,0.951,1
BIN-0042,3324,1.0,18.3,0,16.1,55.5,1.0,1
BIN-0134,1163,4.45,29.5,0,34.9,57.9,0.98,1
BIN-0088,2954,2.56,35.7,0,44.9,2.0,1.0,1
BIN-0099,1370,4.08,32.9,0,42.8,81.6,1.0,1
BIN-0004,966,28.96,17.2,0,4.3,23.1,0.346,0
BIN-0009,630,0.74,10.5,1,3.9,51.2,0.496,0
BIN-0056,3961,13.42,34.7,0,19.8,37.4,1.0,1
BIN-0089,4145,0.82,21.8,0,46.4,42.8,1.0,1
BIN-0106,4691,6.48,17.0,0,16.4,63.6,1.0,1
BIN-0059,2000,0.03,31.6,0,40.0,79.5,1.0,1
BIN-0035,3388,9.36,12.9,0,24.4,10.9,1.0,1
BIN-0072,879,0.43,22.1,0,44.6,87.1,1.0,1
BIN-0010,2185,7.23,28.6,1,33.4,33.2,1.0,1
BIN-0081,891,5.53,19.0,0,4.9,17.7,0.186,0
BIN-0078,2527,2.95,27.0,0,45.4,87.1,1.0,1
BIN-0112,3814,1.88,33.2,0,13.6,87.3,1.0,1
BIN-0104,3290,9.82,29.3,0,20.5,57.8,1.0,1
BIN-0127,1806,3.24,18.9,0,44.4,14.2,0.876,0
BIN-0124,2538,6.46,23.2,0,4.2,96.1,1.0,1
BIN-0015,3885,9.92,31.1,0,41.7,13.2,1.0,1
BIN-0096,1528,4.37,26.5,0,9.7,46.3,0.54,0
BIN-0038,2863,0.33,20.1,0,42.0,53.0,1.0,1
BIN-0084,2778,2.74,20.0,0,31.8,41.9,1.0,1
BIN-0017,3404,1.62,34.8,0,40.9,26.0,1.0,1
BIN-0016,4617,2.36,18.6,0,6.8,55.4,1.0,1
BIN-0086,700,9.29,19.3,0,5.1,72.4,0.793,0
BIN-0127,1806,2.82,25.3,0,19.2,62.1,0.936,1
BIN-0028,2399,1.34,27.3,0,12.7,75.0,1.0,1
BIN-0056,3961,4.9,24.3,0,33.6,81.5,1.0,1
BIN-0079,3195,7.42,24.2,0,3.7,80.8,0.947,1
BIN-0146,4196,21.67,18.5,0,47.6,85.8,1.0,1
BIN-0107,2257,1.55,34.1,0,45.9,12.2,1.0,1
BIN-0128,4529,11.72,14.3,0,4.8,22.4,0.502,0
BIN-0062,2481,2.36,8.4,0,45.9,6.0,1.0,1
BIN-0122,2163,1.77,17.6,0,7.6,63.5,0.781,0
BIN-0147,3499,1.97,38.7,0,22.2,48.3,1.0,1
BIN-0026,3234,3.58,23.7,0,15.3,37.7,0.918,1
BIN-0078,2527,2.95,38.1,0,22.6,83.0,1.0,1
BIN-0150,2660,6.73,17.0,0,6.0,37.7,0.58,0
BIN-0045,1978,1.03,32.2,0,7.3,70.6,0.907,1
BIN-0130,1782,7.21,35.5,0,30.9,19.2,0.793,0
BIN-0034,1146,2.99,38.3,0,34.0,92.4,1.0,1
BIN-0105,1063,2.04,33.3,0,8.8,59.6,0.623,0
BIN-0149,1198,2.41,22.8,0,15.8,64.3,0.824,0
BIN-0056,3961,4.42,37.9,0,10.9,47.1,0.949,1
BIN-0130,1782,2.38,4.4,0,21.0,7.2,0.489,0
BIN-0074,2562,6.46,19.4,0,27.1,20.7,0.979,1
BIN-0097,1002,0.47,16.5,0,44.6,16.2,0.611,0
BIN-0112,3814,4.36,17.3,0,15.0,8.1,0.742,0
BIN-0145,2136,1.09,16.2,0,17.6,95.2,1.0,1
BIN-0148,3652,4.37,20.0,0,25.0,21.7,1.0,1
BIN-0019,1582,0.46,40.6,0,30.7,82.9,1.0,1
BIN-0131,1209,2.17,26.1,0,39.3,34.2,0.881,0
BIN-0107,2257,7.96,28.7,0,27.1,4.1,0.814,0
BIN-0054,3573,2.51,24.0,0,22.7,74.9,1.0,1
BIN-0092,3273,4.83,41.8,0,7.2,59.6,0.842,0
BIN-0026,3234,0.14,18.2,0,20.2,61.3,1.0,1
BIN-0108,2178,3.22,25.5,0,13.6,44.7,0.81,0
BIN-0026,3234,3.58,20.0,0,18.5,33.4,0.969,1
BIN-0081,891,9.13,15.6,0,29.6,73.1,1.0,1
BIN-0066,1775,9.67,11.2,1,25.7,49.7,1.0,1
BIN-0100,4988,0.64,33.1,0,20.1,47.3,1.0,1
BIN-0048,4514,4.38,28.7,0,18.4,68.0,1.0,1
BIN-0143,4081,2.81,29.1,0,31.2,19.6,1.0,1
BIN-0017,3404,3.65,30.4,0,44.7,73.9,1.0,1
BIN-0119,4127,15.3,27.7,0,13.9,5.3,0.811,0
BIN-0122,2163,0.53,29.6,0,4.6,17.5,0.303,0
BIN-0098,4993,2.39,27.8,0,44.4,76.2,1.0,1
BIN-0098,4993,1.02,23.8,0,13.4,40.8,0.99,1
BIN-0139,3804,0.73,31.5,0,37.6,38.6,1.0,1
BIN-0014,1684,9.69,31.0,0,5.2,89.3,1.0,1
BIN-0087,3604,3.49,34.5,0,23.8,33.6,1.0,1
BIN-0119,4127,0.21,26.1,0,16.9,67.3,1.0,1
BIN-0149,1198,3.65,14.1,0,21.7,7.5,0.384,0
BIN-0057,3113,3.05,30.7,0,47.1,46.6,1.0,1
BIN-0023,1475,0.19,34.4,0,21.4,4.0,0.346,0
BIN-0035,3388,9.86,35.3,0,30.4,88.5,1.0,1
BIN-0053,4443,0.52,37.8,0,31.0,45.6,1.0,1
BIN-0019,1582,1.12,19.0,0,21.3,11.3,0.431,0
BIN-0018,974,12.2,32.4,0,17.8,85.2,1.0,1
BIN-0123,2029,0.54,27.9,0,26.5,86.1,1.0,1
BIN-0002,4272,0.05,33.5,0,3.6,74.6,0.885,0
BIN-0073,992,2.61,27.6,0,30.7,13.1,0.494,0
BIN-0143,4081,1.13,26.5,0,15.8,18.4,0.86,0
BIN-0085,3599,2.33,30.3,1,47.8,45.0,1.0,1
BIN-0123,2029,1.14,21.7,0,3.0,3.4,0.17,0
BIN-0140,4263,2.41,4.5,0,30.6,12.1,1.0,1
BIN-0110,1559,1.03,20.0,0,6.6,42.9,0.389,0
BIN-0033,4390,1.21,30.4,1,3.5,23.6,0.481,0
BIN-0143,4081,0.33,13.0,0,47.2,64.3,1.0,1
BIN-0036,2935,18.78,34.7,0,42.0,18.1,1.0,1
BIN-0063,1495,5.3,30.2,0,8.1,24.3,0.299,0
BIN-0028,2399,1.3,23.8,0,9.7,35.5,0.578,0
BIN-0112,3814,15.39,26.8,0,2.8,33.9,0.53,0
BIN-0150,2660,0.4,30.1,0,45.0,13.1,1.0,1
BIN-0126,2737,0.2,26.2,0,25.1,91.0,1.0,1
BIN-0124,2538,2.23,39.3,0,45.2,29.5,1.0,1
BIN-0113,3657,0.43,24.5,0,27.3,41.7,1.0,1
BIN-0095,4340,10.36,20.6,0,39.8,31.1,1.0,1
BIN-0149,1198,1.72,34.2,0,10.9,12.9,0.259,0
BIN-0100,4988,6.28,34.1,0,23.0,32.9,1.0,1
BIN-0122,2163,3.08,17.2,0,3.8,2.2,0.158,0
BIN-0069,1378,0.1,22.2,1,23.0,29.0,0.703,0
BIN-0050,3652,0.05,28.2,0,26.6,47.7,1.0,1
BIN-0010,2185,3.56,25.5,0,45.5,5.7,1.0,1
BIN-0116,2097,3.01,26.9,0,14.8,40.5,0.68,0
BIN-0131,1209,8.59,16.6,0,18.5,6.4,0.218,0
BIN-0109,3742,10.19,39.6,0,13.9,34.7,0.961,1
BIN-0081,891,4.91,26.4,0,30.1,94.2,1.0,1
BIN-0073,992,0.07,22.3,0,35.7,99.5,1.0,1
BIN-0117,3560,15.6,28.6,0,4.6,12.9,0.327,0
BIN-0029,1767,1.29,40.0,0,47.6,61.1,1.0,1
BIN-0017,3404,9.55,26.4,0,17.5,70.5,1.0,1
BIN-0109,3742,3.51,26.3,0,46.5,57.1,1.0,1
BIN-0018,974,5.31,22.1,0,44.6,66.0,1.0,1
BIN-0146,4196,0.7,29.3,0,7.7,60.0,0.85,0
BIN-0082,4974,1.42,31.1,1,22.4,32.1,1.0,1
BIN-0150,2660,1.55,22.6,0,39.8,13.9,1.0,1
BIN-0135,2498,1.9,8.8,0,16.2,97.5,1.0,1
BIN-0146,4196,7.56,42.7,0,20.6,0.3,1.0,1
BIN-0119,4127,0.04,27.6,0,20.2,68.7,1.0,1
BIN-0070,1576,9.28,13.1,0,45.9,7.3,0.919,1
BIN-0076,564,3.3,19.3,0,6.1,71.5,0.711,0
BIN-0052,2085,1.2,38.2,0,18.9,39.1,0.758,0
BIN-0004,966,10.26,13.5,0,35.0,35.9,0.66,0
BIN-0056,3961,3.53,29.0,0,18.5,68.7,1.0,1
BIN-0099,1370,5.05,20.1,0,22.4,13.7,0.449,0
BIN-0067,1516,1.74,38.6,0,47.4,22.5,0.949,1
BIN-0012,2891,3.79,6.8,0,28.2,0.2,0.833,0
BIN-0120,1863,2.03,32.5,0,31.1,51.9,1.0,1
BIN-0031,3702,1.33,9.3,0,25.2,32.3,1.0,1
BIN-0140,4263,0.72,20.2,0,39.2,76.8,1.0,1
BIN-0089,4145,2.89,25.0,0,14.2,80.7,1.0,1
BIN-0133,4248,0.17,19.6,0,15.5,54.5,1.0,1
BIN-0123,2029,5.88,21.0,0,8.7,87.7,1.0,1
BIN-0094,3190,5.5,28.3,0,7.9,74.2,1.0,1
BIN-0091,3231,1.9,14.7,0,43.4,13.4,1.0,1
BIN-0053,4443,9.01,20.0,0,14.7,63.9,1.0,1
BIN-0039,2561,30.31,17.8,1,3.1,69.7,0.842,0
BIN-0021,2547,2.62,27.2,0,25.7,53.9,1.0,1
BIN-0103,1363,7.3,29.2,0,6.5,6.4,0.24,0
BIN-0069,1378,9.77,36.8,1,14.7,39.8,0.751,0
BIN-0085,3599,0.34,24.5,0,18.3,68.3,1.0,1
BIN-0090,1304,6.28,17.8,0,32.2,4.0,0.455,0
BIN-0003,3592,10.19,24.0,0,5.5,67.1,0.959,1
BIN-0090,1304,1.4,34.4,0,13.2,55.1,0.714,0
BIN-0064,3842,2.03,30.8,0,35.2,51.4,1.0,1
BIN-0046,3056,2.88,29.8,0,36.8,58.2,1.0,1
BIN-0080,1995,10.19,21.8,1,20.2,12.5,0.792,0
BIN-0102,1984,0.25,35.1,0,18.1,59.6,0.971,1
BIN-0090,1304,2.91,30.7,0,33.6,89.3,1.0,1
BIN-0042,3324,2.17,31.8,1,30.9,18.4,1.0,1
BIN-0125,3802,8.38,39.9,0,34.4,83.4,1.0,1
BIN-0150,2660,6.88,21.3,0,16.5,95.8,1.0,1
BIN-0116,2097,15.39,30.0,0,12.0,62.1,0.919,1
BIN-0045,1978,12.32,21.3,0,25.0,91.2,1.0,1
BIN-0016,4617,7.01,28.6,0,18.1,83.3,1.0,1
BIN-0115,3229,12.13,23.7,0,42.4,19.7,1.0,1
BIN-0079,3195,1.15,14.4,0,33.5,19.0,1.0,1
BIN-0077,3068,1.79,20.3,0,8.6,10.5,0.332,0
BIN-0058,4343,3.6,23.6,0,35.7,84.0,1.0,1
BIN-0100,4988,0.91,35.8,0,33.1,68.3,1.0,1
BIN-0103,1363,0.09,28.4,0,21.5,34.2,0.497,0
BIN-0002,4272,5.88,30.9,0,37.9,91.0,1.0,1
BIN-0144,3957,2.97,12.9,0,28.4,9.8,1.0,1
BIN-0032,4056,14.13,26.1,0,13.6,6.7,0.771,0
BIN-0009,630,1.58,14.3,0,33.3,30.0,0.462,0
BIN-0075,4384,5.28,38.0,0,2.8,91.0,0.964,1
BIN-0020,3058,8.57,31.8,1,44.1,50.3,1.0,1
BIN-0133,4248,0.73,20.9,0,14.5,81.6,1.0,1
BIN-0030,2028,0.49,13.3,0,34.6,90.6,1.0,1
BIN-0055,1521,0.28,35.1,0,13.2,30.6,0.552,0
BIN-0069,1378,2.95,33.2,0,18.6,63.7,0.955,1
BIN-0071,4493,0.68,11.5,0,31.2,85.9,1.0,1
BIN-0043,3112,2.47,17.2,1,9.1,62.7,1.0,1
BIN-0046,3056,5.16,21.9,0,9.9,62.2,0.871,0
BIN-0098,4993,0.89,22.9,0,8.6,0.9,0.498,0
BIN-0040,741,5.0,33.1,0,36.5,74.6,0.913,1
BIN-0033,4390,2.92,17.9,0,29.1,21.1,1.0,1
BIN-0133,4248,2.9,26.0,0,36.0,2.9,1.0,1
BIN-0107,2257,2.97,13.4,0,18.5,99.6,1.0,1
BIN-0130,1782,12.43,23.2,0,29.0,49.2,1.0,1
BIN-0074,2562,0.43,19.4,0,23.3,48.7,1.0,1
BIN-0140,4263,4.99,16.4,0,6.6,62.3,0.937,1
BIN-0138,1995,7.53,20.5,0,44.6,71.0,1.0,1
BIN-0034,1146,0.67,22.4,0,18.5,63.1,0.842,0
BIN-0147,3499,0.58,14.9,0,37.7,67.3,1.0,1
BIN-0063,1495,2.66,25.2,0,20.7,22.1,0.5,0
BIN-0150,2660,6.6,16.7,0,14.9,41.1,0.894,0
BIN-0042,3324,12.96,18.6,0,15.8,26.9,0.916,1
BIN-0066,1775,5.7,22.6,0,38.3,61.6,1.0,1
BIN-0065,4298,0.65,31.3,0,8.2,11.6,0.484,0
BIN-0027,3505,14.7,36.3,0,43.3,90.8,1.0,1
BIN-0131,1209,8.73,20.1,0,41.1,28.9,0.903,1
BIN-0011,1269,1.01,9.2,1,14.6,40.0,0.737,0
BIN-0115,3229,16.14,25.3,1,32.6,82.3,1.0,1
BIN-0133,4248,15.32,27.3,0,32.7,12.6,1.0,1
BIN-0121,2481,7.24,15.5,0,9.9,87.2,1.0,1
BIN-0140,4263,4.68,26.9,0,28.9,26.6,1.0,1
BIN-0131,1209,4.87,30.0,0,32.8,81.5,1.0,1
BIN-0116,2097,2.71,29.7,0,35.1,10.1,0.859,0
BIN-0077,3068,16.2,27.3,0,14.6,32.0,0.943,1
BIN-0074,2562,10.34,17.0,0,9.4,70.0,1.0,1
BIN-0014,1684,4.35,7.3,0,26.3,58.4,1.0,1
BIN-0103,1363,2.08,20.5,0,27.5,58.8,1.0,1
BIN-0017,3404,12.49,26.6,0,27.6,97.8,1.0,1
BIN-0088,2954,14.91,17.9,0,16.1,3.5,0.628,0
BIN-0016,4617,10.49,21.3,0,32.9,32.9,1.0,1
BIN-0017,3404,1.02,10.7,0,5.5,66.4,0.855,0
BIN-0003,3592,3.36,33.0,1,44.2,58.3,1.0,1
BIN-0026,3234,8.53,17.3,0,21.7,18.9,1.0,1
BIN-0029,1767,0.68,24.8,0,11.0,94.4,1.0,1
BIN-0091,3231,2.36,25.7,0,34.3,65.9,1.0,1
BIN-0064,3842,0.19,26.7,0,7.1,38.3,0.743,0
BIN-0011,1269,8.1,25.4,0,9.0,28.5,0.491,0
BIN-0101,706,1.12,23.4,0,30.5,63.8,0.871,0
BIN-0050,3652,0.59,25.9,0,47.1,74.0,1.0,1
BIN-0139,3804,7.64,25.4,0,30.8,94.6,1.0,1
BIN-0108,2178,3.89,32.0,0,40.5,15.5,1.0,1
BIN-0050,3652,6.55,13.7,0,31.9,30.3,1.0,1
BIN-0081,891,9.05,49.6,0,9.9,19.8,0.369,0
BIN-0002,4272,6.42,21.3,0,19.9,24.1,1.0,1
BIN-0070,1576,1.76,33.0,0,45.1,69.2,1.0,1
BIN-0024,2306,1.39,21.6,0,34.4,40.3,1.0,1
BIN-0139,3804,5.25,18.4,0,4.4,49.7,0.619,0
BIN-0053,4443,2.56,34.7,0,9.1,36.7,0.756,0
BIN-0026,3234,0.82,30.2,0,18.9,10.6,0.772,0
BIN-0053,4443,0.65,35.7,1,27.5,17.4,1.0,1
BIN-0148,3652,0.87,16.9,0,32.6,21.6,1.0,1
