area,population,temperature,rainfall,holiday,last_collection_hours,waste_generated_kg,overflow
Ward-1,7415,30.6,37.5,0,5,432.9,0
Ward-20,6934,31.2,22.9,1,3,363.83,1
Ward-8,5012,32.1,31.5,0,14,228.15,0
Ward-12,5624,41.9,26.5,1,12,236.26,0
Ward-20,10691,30.8,22.5,0,4,533.11,1
Ward-20,5994,43.9,27.3,1,13,362.32,1
Ward-13,6203,32.6,11.3,1,17,333.31,0
Ward-2,6856,42.3,7.7,0,4,258.36,0
Ward-18,10736,18.2,2.6,0,28,556.26,1
Ward-7,10810,40.4,35.1,1,21,572.06,1
Ward-5,2389,30.4,13.3,0,3,87.33,0
Ward-18,3154,33.5,9.1,1,14,136.54,0
Ward-14,7183,18.5,26.9,0,21,353.23,1
Ward-19,2745,36.9,2.9,0,10,139.2,0
Ward-3,6612,38.7,17.5,1,27,328.38,0
Ward-18,5602,21.7,15.6,1,21,199.36,0
Ward-12,2182,32.9,22.2,0,2,69.66,0
Ward-18,10970,43.6,12.2,1,7,470.74,1
Ward-17,4333,22.3,8.8,1,7,151.73,0
Ward-19,2891,41.0,37.3,1,21,126.03,1
Ward-3,6107,20.7,29.0,1,11,255.49,0
Ward-8,3639,25.7,2.8,0,11,155.35,0
Ward-10,11571,22.1,22.7,1,14,398.2,1
Ward-8,9145,25.5,14.4,1,29,403.84,1
Ward-10,9978,32.9,7.0,0,27,396.4,1
Ward-18,5218,25.1,35.5,0,24,149.09,0
Ward-17,2511,39.9,23.2,0,30,68.52,0
Ward-18,9734,35.7,5.9,1,8,555.92,1
Ward-10,4193,30.5,20.4,1,12,195.46,0
Ward-20,4717,38.4,5.6,0,6,224.29,0
Ward-5,9921,43.4,1.6,1,8,311.12,0
Ward-2,5387,32.0,31.7,1,16,325.21,0
Ward-2,7309,20.8,38.7,1,27,385.09,1
Ward-19,4848,28.2,15.1,0,17,200.94,0
Ward-8,10460,29.0,32.7,1,16,578.02,1
Ward-1,10222,41.8,17.6,0,3,455.68,0
Ward-5,5062,22.2,24.1,0,22,199.29,0
Ward-4,9889,36.2,19.2,0,21,524.8,1
Ward-2,4095,33.5,6.4,0,29,175.39,0
Ward-9,4949,31.9,16.2,0,29,261.77,0
Ward-10,3404,23.8,24.3,1,28,140.08,1
Ward-14,11844,21.9,23.3,0,20,580.29,1
Ward-11,9429,34.1,2.8,1,13,300.93,0
Ward-17,10263,36.5,33.1,0,6,459.0,1
Ward-2,10706,31.6,4.7,1,22,367.18,1
Ward-1,9069,32.1,14.8,0,23,405.4,1
Ward-16,8246,27.5,32.2,0,14,279.59,0
Ward-8,3373,25.6,35.1,1,9,128.68,0
Ward-1,11469,32.1,20.8,1,21,426.92,1
Ward-14,7935,20.9,17.0,1,9,438.52,0
Ward-12,6514,44.8,15.9,0,14,305.61,0
Ward-6,8065,33.1,19.4,1,19,333.49,0
Ward-5,3951,38.2,17.9,0,4,139.97,0
Ward-11,11020,34.6,27.4,0,6,464.67,1
Ward-3,4381,30.7,24.0,0,3,160.84,0
Ward-20,2618,37.6,37.2,1,20,121.53,0
Ward-20,2941,43.5,32.8,1,15,103.2,0
Ward-17,6685,23.3,31.4,0,20,215.98,0
Ward-8,2004,44.3,3.5,1,25,90.92,0
Ward-13,11602,23.4,0.6,0,30,370.82,1
Ward-18,11550,27.4,38.5,1,8,544.39,1
Ward-13,11419,18.1,7.0,0,18,359.14,0
Ward-4,10409,43.8,35.0,1,23,445.62,1
Ward-16,5985,38.5,38.4,1,22,265.75,1
Ward-1,9896,21.1,2.7,0,22,517.05,1
Ward-14,7785,31.9,0.4,1,8,296.6,0
Ward-11,3245,33.0,7.1,1,12,121.58,0
Ward-6,5115,31.5,8.0,0,28,183.34,0
Ward-8,7833,22.2,4.3,0,22,459.3,1
Ward-1,10871,43.9,33.9,1,20,444.92,1
Ward-19,6501,31.3,39.4,1,13,241.41,0
Ward-2,10613,39.6,19.1,0,17,443.38,0
Ward-6,9490,44.4,27.9,1,11,461.39,1
Ward-7,8216,33.7,13.0,1,6,371.18,0
Ward-16,7621,27.9,20.0,0,14,383.73,0
Ward-13,6581,30.2,22.9,0,27,207.95,0
Ward-8,11098,29.7,15.2,0,26,638.26,1
Ward-1,4893,29.4,5.4,1,26,208.26,0
Ward-19,2781,28.8,27.6,0,7,150.39,0
Ward-4,9370,38.1,10.4,1,18,450.21,1
Ward-12,2324,29.1,14.0,0,19,115.84,0
Ward-6,6663,27.6,26.9,1,25,362.7,1
Ward-13,6694,30.5,38.3,0,21,356.52,1
Ward-20,11365,28.9,36.3,0,6,450.65,1
Ward-10,6382,34.3,15.8,1,25,351.18,1
Ward-19,10535,44.1,16.6,0,28,332.46,0
Ward-9,3311,23.7,15.9,0,3,191.31,0
Ward-2,2431,38.8,21.0,0,4,78.28,0
Ward-13,7068,24.2,29.5,1,21,239.91,1
Ward-6,2468,18.9,14.3,1,28,128.29,0
Ward-18,6463,32.8,5.4,0,19,315.0,0
Ward-19,9126,32.1,25.6,1,30,370.41,1
Ward-3,9239,26.3,16.5,0,10,281.03,0
Ward-5,7634,25.7,21.4,1,25,318.64,1
Ward-14,6799,34.1,31.9,1,7,290.37,0
Ward-13,6094,22.4,29.5,1,27,242.51,1
Ward-14,5924,31.9,32.0,1,10,294.24,0
Ward-9,8765,23.1,2.7,0,10,290.18,0
Ward-15,6458,36.9,19.7,1,1,242.01,0
Ward-1,5046,44.3,11.3,0,23,198.08,0
Ward-3,4468,18.4,8.7,1,10,239.29,0
Ward-12,9597,36.8,1.3,0,27,489.85,1
Ward-9,8429,19.9,18.8,0,29,478.36,1
Ward-1,3998,44.3,28.6,1,25,226.76,1
Ward-2,5263,30.4,30.8,0,16,237.78,0
Ward-11,4598,35.0,1.7,0,9,196.27,0
Ward-12,2853,41.3,8.7,0,8,132.74,0
Ward-6,6523,33.8,15.8,0,1,388.52,0
Ward-16,11768,22.2,30.8,0,6,536.97,1
Ward-11,2983,19.6,25.8,0,5,125.82,0
Ward-18,7690,39.7,17.5,0,1,384.04,0
Ward-5,6107,42.3,19.4,1,18,245.09,0
Ward-7,11284,23.0,13.9,1,9,636.19,1
Ward-18,4627,19.9,6.2,1,27,170.05,0
Ward-1,10289,28.2,7.4,0,20,584.19,0
Ward-8,7254,37.5,26.3,1,7,331.57,0
Ward-18,4525,34.6,12.9,1,4,155.17,0
Ward-2,4126,22.8,1.3,0,16,128.77,0
Ward-13,10026,32.2,28.1,1,2,415.21,1
Ward-3,2214,43.1,8.3,1,30,108.72,0
Ward-2,7913,33.1,37.5,1,27,333.34,1
Ward-20,6355,32.3,29.4,1,3,389.16,1
Ward-4,3658,37.6,21.3,0,7,157.43,0
Ward-6,11149,38.2,16.6,0,25,542.39,1
Ward-15,8997,41.8,6.7,0,18,371.79,0
Ward-6,10747,45.0,17.7,1,29,443.68,1
Ward-11,8090,29.1,25.3,1,20,302.95,0
Ward-13,11015,43.0,10.2,1,15,627.63,1
Ward-2,6660,34.1,20.7,1,1,248.68,0
Ward-11,2355,38.8,37.7,1,30,112.02,1
Ward-19,4534,20.5,18.4,0,5,187.65,0
Ward-8,5817,24.9,12.0,1,19,344.06,0
Ward-11,9905,22.7,33.0,0,20,469.49,1
Ward-19,8251,20.1,2.2,1,12,462.68,0
Ward-4,5714,38.2,34.0,0,21,299.98,0
Ward-10,10591,19.1,21.6,0,11,466.19,1
Ward-2,8436,44.2,30.1,0,8,373.85,0
Ward-5,4165,27.1,19.0,0,18,158.23,0
Ward-17,9118,38.9,5.2,0,16,426.04,0
Ward-19,5212,33.2,39.9,0,8,178.63,0
Ward-11,11437,20.4,26.9,1,12,455.45,1
Ward-20,2396,38.8,6.8,1,20,143.05,0
Ward-20,4389,29.9,37.0,0,7,208.15,0
Ward-3,3841,38.0,9.7,0,28,202.66,0
Ward-11,3823,26.2,18.8,1,7,188.04,0
Ward-18,10573,38.3,22.0,0,23,519.56,1
Ward-19,10631,19.2,6.8,1,7,575.34,1
Ward-2,9617,35.7,0.3,1,22,380.87,1
Ward-12,3767,18.5,34.7,1,8,224.08,0
Ward-4,7168,31.1,23.9,0,6,276.48,0
Ward-18,2352,19.1,36.9,1,11,114.91,0
Ward-1,7681,36.5,14.2,1,8,479.08,0
Ward-9,3015,34.9,35.1,0,18,165.32,0
Ward-11,8436,35.7,3.5,1,17,500.69,0
Ward-8,8837,24.5,6.1,1,30,423.57,1
Ward-5,5387,35.6,23.2,0,28,191.47,0
Ward-17,4215,29.6,36.4,0,21,261.12,0
Ward-11,3111,33.0,37.9,0,6,138.16,0
Ward-1,7221,41.8,16.6,1,10,329.95,0
Ward-9,4489,39.0,4.3,0,1,241.83,0
Ward-9,11922,33.3,9.2,0,8,597.88,0
Ward-16,4196,31.6,24.2,1,6,232.8,0
Ward-5,4683,23.2,1.3,0,30,174.92,0
Ward-7,5351,19.8,37.1,1,28,267.1,1
Ward-15,6043,29.5,31.0,1,24,242.48,1
Ward-19,11728,32.5,25.7,0,17,388.58,1
Ward-2,6025,32.0,15.8,0,18,261.38,0
Ward-2,5110,25.9,15.9,1,25,278.63,0
Ward-14,6823,34.6,2.2,0,15,372.63,0
Ward-17,3854,22.9,23.4,0,13,161.47,0
Ward-6,9433,33.9,28.5,0,29,401.66,1
Ward-6,4024,20.5,28.2,1,3,179.32,0
Ward-17,4619,28.2,15.2,0,30,199.87,0
Ward-5,4656,41.5,7.2,0,14,191.92,0
Ward-15,6731,34.9,4.7,0,7,213.26,0
Ward-1,9514,31.4,19.9,0,20,526.88,0
Ward-19,9794,30.3,17.7,0,8,544.14,0
Ward-18,5401,19.3,5.9,1,2,166.88,0
Ward-19,11884,26.1,36.8,0,4,492.3,1
Ward-10,11747,33.5,22.5,1,24,573.7,1
Ward-3,6903,26.7,35.9,0,25,297.6,0
Ward-10,9713,21.6,27.8,1,11,445.95,1
Ward-7,2953,21.0,29.2,0,16,156.93,0
Ward-10,8996,34.4,12.7,1,30,307.39,0
Ward-17,10154,31.3,7.2,0,23,380.85,1
Ward-4,2392,30.6,31.9,0,26,112.5,0
Ward-2,7468,27.4,32.2,0,1,375.16,0
Ward-9,3111,26.3,20.3,1,25,101.34,1
Ward-11,8488,37.6,24.6,0,27,292.58,0
Ward-11,9849,42.7,31.9,0,16,339.81,0
Ward-18,7490,30.5,32.6,0,27,344.38,0
Ward-11,11096,32.5,8.3,1,26,649.69,1
Ward-3,4446,25.6,1.2,1,21,191.28,0
Ward-20,8382,23.1,4.7,1,23,475.56,1
Ward-9,8780,20.3,35.1,1,15,473.98,1
Ward-17,6953,22.7,15.0,0,25,234.45,0
Ward-17,2408,39.6,36.2,0,7,96.15,0
Ward-17,7084,38.9,5.7,0,27,421.92,1
Ward-5,5361,37.6,18.4,0,1,192.61,0
Ward-20,3426,27.0,35.6,0,17,191.35,0
Ward-1,11462,38.5,25.6,0,11,404.29,1
Ward-18,7228,38.9,26.8,1,5,235.57,0
Ward-20,11168,31.9,8.3,1,18,427.41,1
Ward-10,11405,24.6,2.8,1,18,479.15,1
Ward-16,2826,20.9,2.2,1,13,103.8,0
Ward-19,9304,34.6,12.5,0,23,503.18,1
Ward-3,9629,33.3,3.7,1,4,427.85,1
Ward-15,9709,24.3,9.0,1,30,384.47,1
Ward-11,7320,30.2,1.2,1,4,295.23,0
Ward-6,6624,38.7,24.2,0,17,231.88,0
Ward-4,7339,33.0,2.8,1,18,325.28,0
Ward-8,5992,32.8,39.0,1,3,253.56,0
Ward-19,9063,39.2,17.4,1,18,447.54,1
Ward-3,11407,40.6,4.6,1,11,545.05,1
Ward-6,7046,43.8,2.8,0,22,394.31,1
Ward-13,7364,31.3,26.4,0,7,416.91,0
Ward-1,4403,35.8,18.1,1,13,211.29,0
Ward-7,7187,26.1,31.8,1,30,416.39,1
Ward-12,3462,33.7,24.5,1,28,108.88,1
Ward-12,10992,44.1,0.0,1,4,628.39,1
Ward-8,9073,37.0,15.8,1,23,371.64,1
Ward-18,5460,35.9,19.0,0,18,243.78,0
Ward-14,4527,25.8,34.9,0,5,143.32,0
Ward-5,9974,35.8,39.0,0,3,352.52,1
Ward-15,11902,43.1,24.9,1,17,521.3,1
Ward-13,7821,24.1,17.0,0,19,360.75,0
Ward-17,6411,29.1,21.8,1,2,383.2,1
Ward-12,3854,33.7,38.5,0,5,201.1,0
Ward-9,9617,32.0,20.9,0,8,434.48,1
Ward-3,10834,39.5,12.5,0,29,447.82,1
Ward-16,9438,31.8,18.8,1,14,402.17,1
Ward-10,6738,22.5,27.8,1,24,351.24,1
Ward-16,11472,22.6,2.1,1,26,579.03,1
Ward-16,3351,21.4,3.1,1,9,105.09,0
Ward-9,2232,38.0,24.2,0,22,109.18,0
Ward-9,5869,31.1,32.0,0,11,368.03,0
Ward-20,4525,40.6,30.1,1,25,194.19,1
Ward-6,5454,33.6,33.7,0,21,219.66,0
Ward-2,4745,30.5,19.0,1,24,294.23,0
Ward-8,8222,36.5,15.6,1,5,374.89,0
Ward-10,9353,28.3,12.6,0,4,543.59,0
Ward-14,6466,27.0,10.7,0,9,316.56,0
Ward-8,11645,38.8,20.8,0,11,547.57,1
Ward-3,2195,29.1,21.0,1,12,71.63,0
Ward-7,2557,18.6,3.7,0,20,133.98,0
Ward-4,3415,41.1,5.2,0,29,101.18,0
Ward-10,9650,35.8,3.0,1,30,588.4,1
Ward-11,6216,22.4,3.0,0,13,278.78,0
Ward-9,6336,22.8,2.8,0,20,270.53,0
Ward-4,4357,32.6,17.3,0,30,178.79,0
Ward-2,3194,19.9,29.1,1,1,167.68,0
Ward-1,2619,35.9,10.7,1,29,89.46,0
Ward-16,9833,29.8,33.8,0,18,356.99,1
Ward-16,3985,33.3,37.4,1,11,197.09,0
Ward-3,7985,32.4,38.4,0,27,360.32,1
Ward-7,4893,33.0,38.7,0,10,264.8,0
Ward-12,9970,20.3,25.3,0,5,290.79,0
Ward-19,5907,31.2,2.5,1,16,285.2,0
Ward-15,2268,19.0,2.2,0,13,88.37,0
Ward-17,9509,43.4,34.8,0,24,467.53,1
Ward-2,4319,31.2,0.8,0,8,205.66,0
Ward-6,2818,42.4,32.8,0,15,149.63,0
Ward-3,3742,21.1,23.8,0,3,199.62,0
Ward-13,7312,21.3,27.4,0,11,414.56,0
Ward-2,11717,22.7,2.5,1,5,604.52,1
Ward-12,11067,22.5,9.7,0,5,379.09,0
Ward-20,8162,39.0,0.6,1,3,233.59,0
Ward-3,11727,41.9,16.6,1,23,382.18,1
Ward-9,10570,30.2,9.6,0,20,540.28,0
Ward-16,3442,34.9,31.3,1,14,93.16,0
Ward-4,10686,44.4,24.8,0,15,573.91,1
Ward-9,2869,23.2,31.9,1,16,108.05,0
Ward-2,2885,35.4,11.4,1,9,127.69,0
Ward-15,2709,20.8,2.1,0,6,144.51,0
Ward-4,3160,42.2,28.9,1,14,120.72,0
Ward-11,5769,39.0,13.0,0,8,315.55,0
Ward-13,5615,20.0,23.4,0,29,230.52,0
Ward-20,9454,22.8,14.9,1,24,333.03,1
Ward-9,5313,27.1,1.3,0,9,195.21,0
Ward-15,8852,22.6,13.7,1,20,318.98,0
Ward-20,4784,33.6,22.1,0,3,203.48,0
Ward-7,11692,30.8,18.5,0,24,515.83,1
Ward-8,7362,29.7,8.9,0,30,327.77,0
Ward-2,2656,44.8,29.3,0,14,121.17,0
Ward-4,9412,31.4,3.3,0,23,506.98,1
Ward-5,7872,26.0,25.9,0,1,341.66,0
Ward-15,11345,38.2,1.0,1,15,618.01,1
Ward-13,5030,39.3,14.8,1,23,260.9,0
Ward-3,8305,42.1,13.3,0,10,346.06,0
Ward-20,10887,33.5,8.3,0,20,623.73,0
Ward-2,10433,43.5,27.0,0,4,431.47,1
Ward-2,7989,27.9,25.9,0,18,397.87,0
Ward-11,5909,32.6,26.0,0,25,298.36,0
Ward-12,6380,31.6,16.9,0,3,260.85,0
Ward-17,10629,40.4,18.8,1,15,528.87,1
Ward-3,5085,42.1,18.3,0,13,281.07,0
Ward-3,3791,22.4,4.5,0,16,119.02,0
Ward-1,6803,29.2,27.3,0,16,272.6,0
Ward-1,6776,23.1,0.9,0,27,401.66,1
Ward-14,11481,27.3,25.8,1,16,556.67,1
Ward-18,9295,30.4,22.7,1,6,488.01,1
Ward-12,6720,38.8,1.9,1,10,280.17,0
Ward-6,10770,25.7,38.9,0,6,381.61,1
Ward-11,11413,21.4,10.4,0,7,516.37,0
Ward-11,7633,22.0,17.9,0,18,314.86,0
Ward-13,10182,38.7,37.9,1,5,316.31,0
Ward-17,7427,35.5,11.8,1,25,444.27,1
Ward-5,11260,37.7,36.9,1,23,374.9,1
Ward-2,4284,36.3,4.7,0,13,196.7,0
Ward-12,3515,26.8,24.3,0,19,172.21,0
Ward-9,5206,18.6,21.5,1,22,244.56,1
Ward-17,8462,23.3,12.7,0,30,419.03,1
Ward-14,8056,28.4,0.5,1,12,313.96,0
Ward-18,3435,23.8,35.5,1,26,135.2,1
Ward-14,8786,21.8,23.5,0,5,317.33,0
Ward-17,7495,19.8,38.4,1,3,231.89,0
Ward-9,8791,22.7,18.5,0,7,308.06,0
Ward-18,10037,19.1,33.0,1,16,468.05,1
Ward-1,2040,22.2,12.0,1,4,116.92,0
Ward-14,4938,31.3,27.5,0,1,156.91,0
Ward-3,11812,38.1,23.2,1,28,453.19,1
Ward-4,8114,31.8,23.0,1,6,370.85,1
Ward-15,4219,27.6,2.1,1,14,225.31,0
Ward-2,6749,25.9,25.6,0,17,246.83,0
Ward-4,11810,38.3,21.7,1,27,665.68,1
Ward-9,7939,20.6,23.2,0,1,262.04,0
Ward-16,8750,27.2,36.4,0,7,291.92,0
Ward-7,11153,34.6,33.3,0,14,471.72,1
Ward-5,2284,30.9,12.5,1,5,140.09,0
Ward-20,10570,38.6,13.7,1,1,537.91,1
Ward-5,4332,36.6,12.3,0,5,254.46,0
Ward-4,3273,18.5,19.4,1,2,98.78,0
Ward-17,11718,19.6,4.8,1,2,381.53,1
Ward-4,4028,42.8,8.2,0,6,183.05,0
Ward-5,6544,43.6,13.9,0,28,303.75,0
Ward-8,10272,33.4,4.0,0,17,362.69,0
Ward-10,4814,42.3,21.5,0,30,175.5,0
Ward-16,8004,36.8,7.4,0,6,459.81,0
Ward-14,5510,31.9,16.3,1,4,243.1,0
Ward-16,7918,37.0,22.3,0,3,300.11,0
Ward-10,9486,34.2,12.5,1,8,433.84,1
Ward-14,5093,41.1,35.8,1,22,189.44,1
Ward-16,3723,28.7,20.9,0,4,123.73,0
Ward-19,3666,38.0,35.7,0,3,137.94,0
Ward-7,11747,40.8,16.2,0,27,502.04,1
Ward-19,11726,25.4,31.6,1,12,523.29,1
Ward-13,9938,31.8,5.9,1,4,334.14,0
Ward-8,4205,18.8,29.5,0,16,230.58,0
Ward-13,11905,36.3,6.1,0,25,394.54,1
Ward-16,9635,23.5,26.5,1,17,358.43,1
Ward-18,10955,18.5,30.6,1,29,624.69,1
Ward-11,8165,29.9,1.4,0,18,417.65,0
Ward-6,10052,29.6,12.5,1,16,534.71,1
Ward-16,11073,36.5,22.9,1,18,616.26,1
Ward-13,6315,31.4,38.8,1,25,367.51,1
Ward-1,11674,19.2,33.5,1,26,591.18,1
Ward-11,8235,20.6,13.8,1,14,340.28,0
Ward-8,5844,35.5,23.7,0,28,222.28,0
Ward-1,10821,26.8,18.4,1,19,488.58,1
Ward-1,9695,33.9,39.4,1,19,407.27,1
Ward-16,3639,36.7,8.2,1,17,204.45,0
Ward-6,6907,27.8,17.4,1,21,394.27,1
Ward-18,5507,25.8,1.9,1,26,212.24,0
Ward-3,11473,20.6,13.5,0,19,618.96,0
Ward-7,7690,39.5,26.1,1,17,413.53,1
Ward-18,7133,23.4,16.1,1,22,364.58,1
Ward-1,10457,41.3,23.1,0,22,625.22,1
Ward-15,6389,43.3,21.3,1,30,305.25,1
Ward-17,5287,27.8,5.9,0,24,259.32,0
Ward-14,8721,26.6,33.2,0,21,311.38,0
Ward-10,4631,24.9,24.0,1,8,142.38,0
Ward-8,7087,30.5,22.4,1,14,331.63,0
Ward-6,6468,21.7,10.3,1,22,306.67,0
Ward-2,9960,39.1,2.2,0,11,493.24,0
Ward-14,7954,36.1,35.4,1,27,397.06,1
Ward-4,11354,37.8,37.3,1,16,631.44,1
Ward-4,7134,26.9,23.4,1,26,363.62,1
Ward-14,5571,21.9,7.0,1,15,249.9,0
Ward-2,10034,32.4,28.0,0,11,464.29,1
Ward-8,6550,41.7,37.5,1,16,349.98,0
Ward-1,11925,18.9,29.6,0,23,692.83,1
Ward-9,11055,28.4,25.6,1,29,585.91,1
Ward-8,9248,28.5,36.4,1,30,539.0,1
Ward-3,5857,26.0,34.4,0,30,245.51,0
Ward-14,2555,25.4,3.2,1,16,150.2,0
Ward-11,8920,41.7,32.8,0,23,320.09,0
Ward-14,11865,37.7,21.9,1,15,613.89,1
Ward-6,9264,39.4,5.4,1,7,445.08,1
Ward-3,3815,22.3,20.7,0,28,178.85,0
Ward-11,9397,30.9,29.4,1,6,488.78,1
Ward-10,5254,20.3,14.7,1,29,230.48,0
Ward-19,5677,18.6,0.9,0,30,183.96,0
Ward-9,4764,19.3,24.7,1,5,150.37,0
Ward-19,3922,18.4,21.0,1,27,181.66,1
Ward-7,5121,43.5,32.5,1,10,263.59,0
Ward-14,5385,34.2,39.8,1,24,267.68,1
Ward-14,4391,18.8,39.0,0,20,181.07,0
Ward-19,9506,20.3,18.8,1,23,387.04,1
Ward-13,8935,37.9,10.2,0,18,277.11,0
Ward-8,9715,42.5,39.9,0,1,370.16,1
Ward-10,8466,36.1,5.3,0,19,286.33,0
Ward-16,7557,41.7,5.3,1,23,332.63,0
Ward-4,7132,19.2,5.1,1,24,288.32,0
Ward-9,6321,32.0,17.4,0,11,329.01,0
Ward-5,11104,41.0,26.3,1,2,378.24,1
Ward-6,2587,30.7,6.5,1,14,102.42,0
Ward-16,2668,29.9,39.6,1,15,133.33,0
Ward-5,4025,27.4,8.1,1,6,231.57,0
Ward-9,11228,42.1,23.4,0,17,582.37,1
Ward-3,6033,38.7,27.1,1,1,251.7,0
Ward-4,8458,28.1,37.2,0,27,316.99,0
Ward-15,9861,30.3,38.2,0,11,588.96,1
Ward-15,7323,43.6,40.0,0,7,421.41,0
Ward-10,7294,39.5,29.8,1,3,293.22,0
Ward-13,3461,18.6,8.3,1,25,151.5,0
Ward-5,3975,26.1,32.0,1,29,186.18,1
Ward-4,8020,31.8,19.6,1,16,309.21,0
Ward-3,8922,39.9,24.6,1,21,363.31,1
Ward-11,9594,36.3,25.9,0,30,435.57,1
Ward-17,3375,25.8,17.5,1,10,101.41,0
Ward-10,6073,32.1,11.8,0,18,177.94,0
Ward-4,10366,29.5,3.8,1,12,373.51,1
Ward-17,2266,21.1,26.5,0,26,76.08,0
Ward-3,8819,41.7,11.9,1,25,446.85,1
Ward-9,7592,44.1,34.9,0,7,279.8,0
Ward-20,6248,41.5,4.3,0,1,242.0,0
Ward-16,9539,36.7,34.8,1,10,482.12,1
Ward-12,8471,39.7,3.5,0,1,315.26,0
Ward-7,2439,23.6,25.9,0,14,149.11,0
Ward-18,5127,20.3,30.8,0,16,203.36,0
Ward-5,9295,44.0,18.9,1,19,338.3,0
Ward-13,2834,27.0,4.1,1,14,166.65,0
Ward-20,11081,45.0,1.5,1,16,512.07,1
Ward-16,5799,37.3,21.1,1,19,211.46,0
Ward-14,9755,21.2,24.9,1,15,477.61,1
Ward-10,5149,30.7,17.5,0,19,288.46,0
Ward-20,9675,21.5,11.7,1,14,538.98,1
Ward-12,9738,39.6,33.8,0,10,477.37,1
Ward-16,4115,22.7,6.3,1,4,239.13,0
Ward-16,6975,24.3,22.3,0,12,387.86,0
Ward-6,4862,40.4,35.8,0,26,152.37,0
Ward-20,5714,21.3,9.0,1,11,316.74,0
Ward-18,6382,42.2,34.1,0,23,218.96,0
Ward-15,3817,44.3,31.3,0,27,179.21,0
Ward-6,3934,41.5,36.4,0,24,150.16,0
Ward-17,10165,37.8,4.0,1,11,539.67,1
Ward-7,9194,44.2,30.8,0,8,505.02,1
Ward-10,10274,22.6,10.6,1,12,492.04,1
Ward-17,8909,39.3,5.5,1,14,528.55,0
Ward-17,7927,43.5,17.7,0,23,447.29,1
Ward-3,7542,26.5,39.3,0,14,250.54,0
Ward-5,11413,19.6,25.3,1,14,487.27,1
Ward-18,6986,37.5,12.5,1,1,398.91,0
Ward-20,4406,36.9,17.8,0,29,215.68,0
Ward-15,7656,42.0,31.3,1,25,267.06,1
Ward-2,10805,27.0,29.0,0,17,637.04,1
Ward-3,10383,32.9,20.9,0,1,332.04,0
Ward-19,6238,24.5,31.0,1,17,190.21,0
Ward-12,6255,34.9,14.2,0,25,294.79,0
Ward-10,11378,37.9,18.1,0,26,599.16,1
Ward-18,11757,24.3,12.0,0,23,495.42,1
Ward-4,7371,31.9,7.7,1,15,251.26,0
Ward-14,3342,20.5,17.0,0,16,104.92,0
Ward-17,8598,33.9,20.8,1,28,325.91,1
Ward-14,9210,36.6,37.9,1,27,321.52,1
Ward-16,9499,21.5,28.2,0,23,344.5,1
Ward-6,11159,28.0,38.1,1,4,378.1,1
Ward-2,10565,22.1,14.9,1,10,391.25,1
Ward-5,4328,39.2,16.9,1,29,153.97,0
Ward-16,2034,21.3,13.9,0,14,82.77,0
Ward-15,7534,39.1,19.0,0,25,262.79,0
Ward-15,9357,22.0,29.1,0,26,461.03,1
Ward-13,5814,42.3,13.6,0,22,339.1,0
Ward-3,4713,37.1,22.9,1,18,238.37,0
Ward-3,5152,43.8,21.7,0,19,245.22,0
Ward-17,2305,21.2,37.4,0,1,76.4,0
Ward-19,9278,20.3,21.3,1,13,441.91,1
Ward-1,7569,29.8,16.6,1,13,270.05,0
Ward-4,10876,22.5,5.8,1,25,347.8,1
Ward-14,4772,19.6,38.4,0,1,237.2,0
Ward-4,7243,21.8,35.7,1,13,437.87,1
Ward-2,5318,24.5,23.9,0,16,240.86,0
Ward-4,6412,19.6,18.6,1,3,281.79,0
Ward-8,2305,25.3,38.5,0,8,127.97,0
Ward-5,6990,33.3,17.8,0,26,407.6,1
Ward-6,6016,32.5,17.0,1,2,179.25,0
Ward-20,6739,35.6,6.7,0,30,379.46,1
Ward-9,8228,45.0,33.7,0,19,445.61,0
Ward-6,10750,33.2,12.0,1,23,347.75,1
Ward-18,6578,41.7,8.4,1,29,325.65,0
Ward-9,9417,25.4,26.5,1,11,360.37,1
Ward-11,2260,42.7,5.3,0,20,116.17,0
Ward-6,8769,33.0,27.9,1,25,349.65,1
Ward-3,10825,18.8,33.3,1,22,383.71,1
Ward-13,11851,27.7,7.1,0,4,537.48,0
Ward-15,2153,24.0,0.8,1,22,118.42,0
Ward-3,6967,39.8,8.8,1,12,216.41,0
Ward-20,5425,18.2,39.4,1,4,307.09,0
Ward-16,4793,32.9,26.4,0,3,238.2,0
Ward-5,6253,43.2,34.2,1,7,327.53,0
Ward-18,6143,36.4,35.3,0,14,320.14,0
Ward-2,7292,29.7,39.8,1,4,366.22,1
Ward-12,10474,38.5,35.4,0,2,398.35,1
Ward-15,7181,18.1,7.8,0,29,319.63,0
Ward-8,8943,43.9,36.7,0,6,339.13,0
Ward-4,2456,31.0,32.3,1,27,76.44,1
Ward-8,7583,40.5,32.9,0,3,408.75,0
Ward-4,9314,33.6,3.4,0,30,281.27,0
Ward-3,4089,19.7,32.1,0,10,194.86,0
Ward-4,2914,33.1,11.8,1,13,105.88,0
Ward-8,11823,39.3,25.0,1,13,516.46,1
Ward-20,3659,27.2,37.5,0,15,170.06,0
Ward-4,3682,18.3,28.5,0,29,179.27,0
Ward-9,7822,29.4,29.0,1,6,303.6,0
Ward-2,4091,26.4,17.4,1,10,196.01,0
Ward-5,4415,30.7,24.1,1,12,261.67,0
Ward-5,2939,24.4,32.8,0,14,137.54,0
